group,period,period_start,scenario,hs,wave_period_s,wave_asymmetry,wave_angle_high_fraction,source_sink_preset,groin,offset_mode,island_offset_version,barrier3d_route_overwash_fix,status,mean_bias_interior_m_yr,rmse_interior_m_yr,variance_explained,pattern_variance_explained,r_alongshore,model_sd_m_yr,sd_ratio,roads_drowned,run_name,run_dir,log
high_angle,2010-2024,2010,natural,1.0,8.0,0.8,0.2,zeroBE,False,metres,duneline/v1,True,scored,-5.082226818775301,5.442142146152172,-12.81475204946032,-0.7668502381195317,0.49378688391800063,2.1949872495583356,1.49911057549648,0,HAT_2010_2024_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs1asym0p8ahf0p2,high_angle/2010_2024/zeroBE/HAT_2010_2024_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs1asym0p8ahf0p2,logs/high_angle/2010_2024/Hs1.0_period8.0_asymmetry0.8_highangle0.2.log
high_angle,2010-2024,2010,natural,1.0,8.0,0.8,0.3,zeroBE,False,metres,duneline/v1,False,scored,-4.877860583797072,5.191986566663219,-11.573913039157665,-0.47546893829777725,0.458440804264751,1.8836444338847351,1.2864727537163942,0,HAT_2010_2024_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs1asym0p8ahf0p3,high_angle/2010_2024/zeroBE/HAT_2010_2024_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs1asym0p8ahf0p3,logs/high_angle/2010_2024/Hs1.0_period8.0_asymmetry0.8_highangle0.3.log
high_angle,2010-2024,2010,natural,1.0,8.0,0.8,0.4,zeroBE,False,metres,duneline/v1,False,scored,-4.573160188018199,4.941455548711606,-10.389721847772861,-0.6345222382462077,0.3807525486240972,1.8502165980460745,1.2636425426380475,0,HAT_2010_2024_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs1asym0p8ahf0p4,high_angle/2010_2024/zeroBE/HAT_2010_2024_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs1asym0p8ahf0p4,logs/high_angle/2010_2024/Hs1.0_period8.0_asymmetry0.8_highangle0.4.log
high_angle,2010-2024,2010,natural,1.0,8.0,0.8,0.5,zeroBE,False,metres,duneline/v1,False,scored,-4.383718783894414,4.810889367353634,-9.79578114630303,-0.8320524191672143,0.3308179847838416,1.905096079183965,1.3011235852127256,0,HAT_2010_2024_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs1asym0p8ahf0p5,high_angle/2010_2024/zeroBE/HAT_2010_2024_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs1asym0p8ahf0p5,logs/high_angle/2010_2024/Hs1.0_period8.0_asymmetry0.8_highangle0.5.log
high_angle,2010-2024,2010,natural,1.0,8.0,0.8,0.55,zeroBE,False,metres,duneline/v1,False,scored,-4.411057790356591,4.849205778011061,-9.968432328046664,-0.892550607186442,0.31660954292015914,1.9224841694898822,1.3129991303078206,0,HAT_2010_2024_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs1asym0p8ahf0p55,high_angle/2010_2024/zeroBE/HAT_2010_2024_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs1asym0p8ahf0p55,logs/high_angle/2010_2024/Hs1.0_period8.0_asymmetry0.8_highangle0.55.log
wave_height,2010-2024,2010,natural,0.65,8.0,0.8,0.45,zeroBE,False,metres,duneline/v1,False,scored,-7.326491954307869,7.917722539204049,-28.241785669592133,-3.204024859696494,0.10496734290383787,2.7790697584111177,1.8980214421358677,0,HAT_2010_2024_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs0p65asym0p8ahf0p45,wave_height/2010_2024/zeroBE/HAT_2010_2024_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs0p65asym0p8ahf0p45,logs/wave_height/2010_2024/Hs0.65_period8.0_asymmetry0.8_highangle0.45.log
wave_height,2010-2024,2010,natural,0.75,8.0,0.8,0.45,zeroBE,False,metres,duneline/v1,False,scored,-4.771840275311103,5.325985811217416,-12.231325161647376,-1.6100874460934915,0.3141943039721555,2.3740530869065224,1.621407181334538,0,HAT_2010_2024_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs0p75asym0p8ahf0p45,wave_height/2010_2024/zeroBE/HAT_2010_2024_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs0p75asym0p8ahf0p45,logs/wave_height/2010_2024/Hs0.75_period8.0_asymmetry0.8_highangle0.45.log
wave_height,2010-2024,2010,natural,1.25,8.0,0.8,0.45,zeroBE,False,metres,duneline/v1,False,scored,-4.034763775239319,4.481171987171021,-8.366698842718202,-0.7732414891335657,0.32045092211016896,1.839557054713926,1.2563623936793682,0,HAT_2010_2024_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs1p25asym0p8ahf0p45,wave_height/2010_2024/zeroBE/HAT_2010_2024_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs1p25asym0p8ahf0p45,logs/wave_height/2010_2024/Hs1.25_period8.0_asymmetry0.8_highangle0.45.log
wave_height,2010-2024,2010,natural,1.5,8.0,0.8,0.45,zeroBE,False,metres,duneline/v1,False,scored,-4.028975357856608,4.442422123165888,-8.205406658551416,-0.6337213709014988,0.34329730924099155,1.7720121185352407,1.2102312245042048,0,HAT_2010_2024_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs1p5asym0p8ahf0p45,wave_height/2010_2024/zeroBE/HAT_2010_2024_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs1p5asym0p8ahf0p45,logs/wave_height/2010_2024/Hs1.5_period8.0_asymmetry0.8_highangle0.45.log
wave_height,2010-2024,2010,natural,2.0,8.0,0.8,0.45,zeroBE,False,metres,duneline/v1,False,scored,-4.218416533322811,4.598089003879801,-8.86184288500137,-0.5613811251936467,0.3388255177530919,1.7001177315013196,1.1611295106135777,0,HAT_2010_2024_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs2asym0p8ahf0p45,wave_height/2010_2024/zeroBE/HAT_2010_2024_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs2asym0p8ahf0p45,logs/wave_height/2010_2024/Hs2.0_period8.0_asymmetry0.8_highangle0.45.log
wave_height,2010-2024,2010,natural,2.5,8.0,0.8,0.45,zeroBE,False,metres,duneline/v1,False,scored,-4.237643035914066,4.719043060719284,-9.387504206954924,-1.0112071039152712,0.35851839472546826,2.088093943811757,1.4261056479613798,0,HAT_2010_2024_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveasym0p8ahf0p45,wave_height/2010_2024/zeroBE/HAT_2010_2024_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveasym0p8ahf0p45,logs/wave_height/2010_2024/Hs2.5_period8.0_asymmetry0.8_highangle0.45.log
wave_height,2010-2024,2010,natural,3.0,8.0,0.8,0.45,zeroBE,False,metres,duneline/v1,False,scored,-4.07997347986912,4.882662702901403,-10.120307081063746,-2.3557263023374437,0.31476173289902953,2.754941069216748,1.881542269807452,0,HAT_2010_2024_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs3asym0p8ahf0p45,wave_height/2010_2024/zeroBE/HAT_2010_2024_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs3asym0p8ahf0p45,logs/wave_height/2010_2024/Hs3.0_period8.0_asymmetry0.8_highangle0.45.log
wave_period,2010-2024,2010,natural,1.0,6.0,0.8,0.45,zeroBE,False,metres,duneline/v1,False,scored,-4.902491564162019,5.370817404020158,-12.45501255440979,-1.2442012630677084,0.2877795411483925,2.108060716979429,1.4397423562475988,0,HAT_2010_2024_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs1Tp6asym0p8ahf0p45,wave_period/2010_2024/zeroBE/HAT_2010_2024_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs1Tp6asym0p8ahf0p45,logs/wave_period/2010_2024/Hs1.0_period6.0_asymmetry0.8_highangle0.45.log
wave_period,2010-2024,2010,natural,1.0,7.0,0.8,0.45,zeroBE,False,metres,duneline/v1,False,scored,-4.496625501471339,4.930895209805171,-10.341092128183355,-0.9096789649731789,0.3581402272387572,2.016099053949549,1.3769352936479975,0,HAT_2010_2024_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs1Tp7asym0p8ahf0p45,wave_period/2010_2024/zeroBE/HAT_2010_2024_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs1Tp7asym0p8ahf0p45,logs/wave_period/2010_2024/Hs1.0_period7.0_asymmetry0.8_highangle0.45.log
wave_period,2010-2024,2010,natural,1.0,10.0,0.8,0.45,zeroBE,False,metres,duneline/v1,False,scored,-4.843278185587507,5.2755011859880065,-11.981676493287962,-1.040043052248108,0.25897757721103154,1.919808434922865,1.3111716837076437,0,HAT_2010_2024_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs1Tp10asym0p8ahf0p45,wave_period/2010_2024/zeroBE/HAT_2010_2024_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs1Tp10asym0p8ahf0p45,logs/wave_period/2010_2024/Hs1.0_period10.0_asymmetry0.8_highangle0.45.log
wave_period,2010-2024,2010,natural,1.0,12.0,0.8,0.45,zeroBE,False,metres,,,barrier drowned (height/width) in year 4,,,,,,,,,,,logs/wave_period/2010_2024/Hs1.0_period12.0_asymmetry0.8_highangle0.45.log
