domain_number,n_transects,ref_lrr_median_m_yr,diff_marked_median_m_yr,diff_marked_q25_m_yr,diff_marked_q75_m_yr,marked_in_ci_frac,years_needed_ci_median,years_needed_ci_q25,years_needed_ci_q75,stable_entry_ci_median,marked_in_abs_frac,years_needed_abs_median,years_needed_abs_q25,years_needed_abs_q75,stable_entry_abs_median,marked_in_rel_frac,years_needed_rel_median,years_needed_rel_q25,years_needed_rel_q75,stable_entry_rel_median,marked_in_ci3x_frac,years_needed_ci3x_median,years_needed_ci3x_q25,years_needed_ci3x_q75,stable_entry_ci3x_median,marked_in_abs50_frac,years_needed_abs50_median,years_needed_abs50_q25,years_needed_abs50_q75,stable_entry_abs50_median,marked_in_abs100_frac,years_needed_abs100_median,years_needed_abs100_q25,years_needed_abs100_q75,stable_entry_abs100_median,marked_in_overlap_frac,years_needed_overlap_median,years_needed_overlap_q25,years_needed_overlap_q75,stable_entry_overlap_median
77,10,-1.7142,-0.2628,-0.9067,0.1208,0.3,29.0,28.25,29.0,1996.0,0.3,26.0,19.25,27.0,1999.0,0.5,21.5,18.0,26.0,2003.5,0.6,18.0,17.0,23.75,2007.0,0.6,17.5,15.5,21.0,2007.5,0.8,14.0,12.0,15.0,2011.0,0.6,21.5,17.0,27.0,2003.5
78,10,-1.949,-1.7222,-1.9462,-1.3015,0.0,27.0,27.0,28.0,1998.0,0.0,20.5,19.0,23.75,2004.5,0.0,19.0,19.0,19.75,2006.0,0.0,19.0,19.0,19.0,2006.0,0.0,19.0,19.0,19.0,2006.0,0.1,17.0,17.0,17.75,2008.0,0.0,19.0,19.0,19.0,2006.0
79,10,-1.581,0.7127,0.1164,1.3949,0.1,27.5,26.0,28.0,1997.5,0.2,18.5,17.25,22.5,2006.5,0.3,18.0,17.0,20.5,2007.0,0.4,17.0,14.25,18.75,2008.0,0.4,17.0,14.25,18.75,2008.0,0.6,15.0,12.5,17.5,2010.0,0.4,17.0,13.5,20.25,2008.0
80,10,-2.6044,2.2236,2.0457,2.7889,0.0,25.5,23.5,26.75,1999.5,0.0,25.0,23.25,26.0,2000.0,0.0,23.5,21.5,24.75,2001.5,0.0,23.5,21.5,25.0,2001.5,0.0,23.5,21.5,25.0,2001.5,0.0,22.5,19.5,23.0,2002.5,0.0,24.5,21.5,25.0,2000.5
81,10,-1.7888,1.8008,0.7208,2.6874,0.0,27.0,27.0,27.75,1998.0,0.0,26.0,25.25,26.0,1999.0,0.0,25.0,25.0,25.75,2000.0,0.1,25.0,25.0,25.0,2000.0,0.2,25.0,24.0,25.0,2000.0,0.4,22.5,9.0,23.75,2002.5,0.1,25.5,25.0,26.0,1999.5
82,10,-1.4855,-0.3576,-0.4859,-0.0362,0.1,26.0,26.0,27.0,1999.0,0.3,25.5,21.0,26.0,1999.5,0.3,25.0,21.0,25.0,2000.0,0.6,21.0,19.25,24.5,2004.0,0.7,20.0,18.25,21.0,2005.0,1.0,11.5,9.0,12.0,2013.5,0.7,25.0,20.25,26.0,2000.0
83,10,-2.1495,0.8467,0.6691,1.1241,0.0,25.5,24.25,26.0,1999.5,0.0,21.0,18.25,23.0,2004.0,0.0,18.5,17.25,20.75,2006.5,0.0,18.5,18.0,20.75,2006.5,0.1,17.5,17.0,19.75,2007.5,0.6,7.0,6.0,17.5,2018.0,0.0,18.5,18.0,21.75,2006.5
84,11,-1.5712,1.1831,1.0288,1.2788,0.0,27.0,27.0,27.5,1998.0,0.0,26.0,26.0,26.0,1999.0,0.0,26.0,22.0,26.0,1999.0,0.0,22.0,22.0,24.0,2003.0,0.0,22.0,21.0,22.0,2003.0,0.1818,18.0,17.0,18.5,2007.0,0.0,26.0,22.0,26.0,1999.0
85,12,-1.1252,0.9763,0.8402,1.0131,0.0,26.0,25.0,26.25,1999.0,0.0,24.0,24.0,25.0,2001.0,0.0,25.0,24.0,25.0,2000.0,0.0,23.0,23.0,23.0,2002.0,0.0,23.0,23.0,23.0,2002.0,0.6667,13.0,10.0,17.0,2012.0,0.0,24.0,23.0,24.25,2001.0
86,12,-0.5648,0.713,0.57,0.7726,0.0,28.0,27.75,28.0,1997.0,0.0,26.0,25.0,26.25,1999.0,0.0,28.0,28.0,29.0,1997.0,0.0,24.5,23.75,25.0,2000.5,0.0,23.5,23.0,24.0,2001.5,1.0,5.5,5.0,8.0,2019.5,0.0,25.0,25.0,25.25,2000.0
87,11,-0.0323,0.742,0.6892,0.8306,0.0,28.0,28.0,28.0,1997.0,0.0,27.0,26.0,27.0,1998.0,0.0,29.0,29.0,29.0,1996.0,0.0,25.0,25.0,25.0,2000.0,0.0,25.0,25.0,25.0,2000.0,1.0,11.0,8.5,13.0,2014.0,0.0,26.0,26.0,26.0,1999.0
88,10,1.0506,1.0768,0.9152,1.1496,0.0,28.0,28.0,28.0,1997.0,0.0,26.5,26.0,27.0,1998.5,0.0,27.0,26.0,28.0,1998.0,0.0,25.0,25.0,25.0,2000.0,0.0,25.0,25.0,25.0,2000.0,0.3,17.5,15.25,18.75,2007.5,0.0,26.0,26.0,26.0,1999.0
89,9,1.1654,0.4913,0.4585,0.619,0.0,27.0,26.0,27.0,1998.0,0.0,25.0,25.0,25.0,2000.0,0.0,25.0,25.0,26.0,2000.0,0.0,24.0,24.0,24.0,2001.0,0.5556,22.0,20.0,23.0,2003.0,0.8889,8.0,8.0,13.0,2017.0,0.1111,25.0,25.0,25.0,2000.0
90,10,1.1987,0.6861,0.6579,0.8928,0.0,25.0,25.0,25.0,2000.0,0.0,24.0,23.25,24.0,2001.0,0.0,24.0,24.0,24.0,2001.0,0.0,22.0,22.0,22.0,2003.0,0.1,22.0,21.0,22.0,2003.0,1.0,10.0,9.0,16.75,2015.0,0.1,23.0,23.0,23.0,2002.0
