ws_peak_dam_yr,rod_amplitude,rod_width_domains,avon_north_dam_yr,rmse_p1,rmse_p2,combined_score,pareto_optimal
0.4,-0.2,6,0.25,0.22,0.2134,0.2167,False
0.05,-0.2,6,0.5,0.1616,0.2719,0.2167,False
0.2,-0.3,4,0.05,0.1765,0.257,0.2167,False
0.3,-0.35,3,0.1,0.1981,0.2353,0.2167,False
0.15,-0.35,4,0.5,0.1724,0.2613,0.2168,False
0.25,-0.25,7,0.2,0.1784,0.2552,0.2168,False
0.35,-0.25,4,0.1,0.2109,0.2227,0.2168,False
0.3,-0.3,5,0.3,0.194,0.2397,0.2168,False
0.45,-0.15,4,0.35,0.2462,0.1874,0.2168,False
0.4,-0.3,3,0.55,0.2316,0.2021,0.2168,False
0.4,-0.25,4,0.3,0.2247,0.2088,0.2168,False
0.4,-0.1,7,0.05,0.229,0.2046,0.2168,False
0.4,-0.1,5,0.05,0.2333,0.2003,0.2168,False
0.45,-0.1,4,0.25,0.2494,0.1841,0.2168,False
0.05,-0.35,3,0.55,0.1628,0.2708,0.2168,False
0.45,-0.15,4,0.55,0.2509,0.1828,0.2169,False
0.1,-0.25,5,0.15,0.1606,0.2733,0.2169,False
0.15,-0.35,4,0.3,0.1678,0.266,0.2169,False
0.35,-0.3,4,0.25,0.2089,0.2249,0.2169,False
0.4,-0.2,4,0.15,0.227,0.207,0.217,False
0.4,-0.2,5,0.2,0.2236,0.2104,0.217,False
0.4,-0.1,6,0.05,0.2313,0.2028,0.217,False
0.35,-0.3,3,0.1,0.2121,0.2219,0.217,False
0.4,-0.2,3,0.1,0.2302,0.2038,0.217,False
0.4,-0.15,5,0.1,0.228,0.2061,0.217,False
0.45,-0.15,5,0.45,0.2453,0.1887,0.217,False
0.15,-0.3,5,0.3,0.1668,0.2675,0.2171,False
0.15,-0.3,5,0.5,0.1715,0.2628,0.2171,False
0.1,-0.3,4,0.15,0.161,0.2733,0.2171,False
0.45,-0.1,5,0.25,0.2474,0.1868,0.2171,False
0.3,-0.4,3,0.25,0.1976,0.2366,0.2171,False
0.3,-0.35,4,0.4,0.1979,0.2363,0.2171,False
0.45,-0.1,6,0.25,0.2452,0.189,0.2171,False
0.45,-0.15,5,0.4,0.2443,0.1901,0.2172,False
0.3,-0.35,4,0.45,0.1992,0.2352,0.2172,False
0.3,-0.25,6,0.15,0.192,0.2423,0.2172,False
0.3,-0.3,5,0.55,0.2002,0.2341,0.2172,False
0.15,-0.4,3,0.15,0.1679,0.2666,0.2172,False
0.45,-0.15,7,0.45,0.2391,0.1954,0.2172,False
0.35,-0.2,5,0.05,0.2112,0.2234,0.2173,False
0.45,-0.15,5,0.5,0.2467,0.1878,0.2173,False
0.25,-0.4,3,0.15,0.1863,0.2482,0.2173,False
0.25,-0.3,5,0.2,0.1831,0.2516,0.2173,False
0.2,-0.3,5,0.2,0.1739,0.2608,0.2173,False
0.45,-0.15,7,0.4,0.238,0.1967,0.2174,False
0.1,-0.4,3,0.25,0.1613,0.2735,0.2174,False
0.4,-0.2,7,0.25,0.2166,0.2183,0.2174,False
0.4,-0.3,3,0.3,0.2263,0.2084,0.2174,False
0.4,-0.15,3,0.05,0.2338,0.2009,0.2174,False
0.35,-0.25,7,0.4,0.2021,0.2328,0.2174,False
0.1,-0.4,3,0.55,0.1684,0.2666,0.2175,False
0.45,-0.15,6,0.45,0.2424,0.1926,0.2175,False
0.45,-0.15,7,0.5,0.2405,0.1945,0.2175,False
0.3,-0.35,4,0.35,0.1972,0.2378,0.2175,False
0.45,-0.2,3,0.45,0.248,0.1871,0.2175,False
0.35,-0.25,7,0.45,0.2033,0.2316,0.2175,False
0.35,-0.2,7,0.1,0.204,0.2309,0.2175,False
0.25,-0.25,6,0.1,0.1822,0.2531,0.2176,False
0.45,-0.15,6,0.4,0.2414,0.1939,0.2176,False
0.25,-0.3,4,0.05,0.1867,0.2485,0.2176,False
0.2,-0.35,4,0.2,0.1756,0.2598,0.2177,False
0.15,-0.25,5,0.05,0.1684,0.267,0.2177,False
0.45,-0.2,3,0.4,0.247,0.1885,0.2177,False
0.45,-0.15,6,0.5,0.2438,0.1917,0.2177,False
0.05,-0.2,6,0.25,0.1569,0.2784,0.2177,False
0.4,-0.15,6,0.1,0.2253,0.2102,0.2177,False
0.3,-0.35,4,0.5,0.2009,0.2345,0.2177,False
0.35,-0.25,6,0.25,0.204,0.2313,0.2177,False
0.3,-0.3,4,0.1,0.1973,0.2384,0.2178,False
0.45,-0.2,3,0.5,0.2494,0.1862,0.2178,False
0.35,-0.25,7,0.35,0.2014,0.2343,0.2178,False
0.15,-0.2,7,0.05,0.1666,0.269,0.2178,False
0.4,-0.15,7,0.1,0.2223,0.2133,0.2178,False
0.05,-0.15,6,0.05,0.1602,0.2754,0.2178,False
0.05,-0.2,6,0.55,0.1642,0.2717,0.2179,False
0.15,-0.35,4,0.55,0.1749,0.261,0.2179,False
0.45,-0.15,5,0.35,0.2437,0.192,0.2179,False
0.35,-0.25,7,0.5,0.205,0.2309,0.2179,False
0.45,-0.15,4,0.3,0.246,0.1898,0.2179,False
0.45,-0.15,5,0.55,0.2485,0.1875,0.218,False
0.2,-0.25,6,0.1,0.1735,0.2625,0.218,False
0.45,-0.15,7,0.35,0.2374,0.1985,0.218,False
0.35,-0.35,3,0.2,0.211,0.225,0.218,False
0.3,-0.25,7,0.2,0.1889,0.2471,0.218,False
0.15,-0.35,4,0.25,0.168,0.268,0.218,False
0.05,-0.35,3,0.2,0.1562,0.2798,0.218,False
0.2,-0.25,7,0.2,0.1707,0.2654,0.218,False
0.1,-0.2,7,0.15,0.1601,0.276,0.218,False
0.05,-0.2,5,0.1,0.1584,0.2778,0.2181,False
0.45,-0.15,3,0.25,0.2483,0.1879,0.2181,False
0.3,-0.3,5,0.25,0.1942,0.2419,0.2181,False
0.4,-0.25,3,0.15,0.2279,0.2082,0.2181,False
0.2,-0.45,3,0.4,0.1796,0.2568,0.2182,False
0.45,-0.15,7,0.55,0.2423,0.1942,0.2182,False
0.45,-0.1,3,0.2,0.2516,0.1847,0.2182,False
0.15,-0.3,5,0.55,0.174,0.2625,0.2182,False
0.4,-0.25,4,0.25,0.2249,0.2114,0.2182,False
0.15,-0.3,5,0.25,0.1671,0.2695,0.2183,False
0.25,-0.35,4,0.2,0.1854,0.2511,0.2183,False
0.35,-0.25,5,0.15,0.208,0.2287,0.2183,False
0.3,-0.35,4,0.3,0.1969,0.2397,0.2183,False
0.15,-0.25,7,0.4,0.1665,0.27,0.2183,False
0.05,-0.15,7,0.1,0.1589,0.2777,0.2183,False
0.45,-0.15,6,0.35,0.2407,0.1958,0.2183,False
0.2,-0.45,3,0.45,0.1809,0.2558,0.2184,False
0.15,-0.3,4,0.05,0.1693,0.2674,0.2184,False
0.15,-0.25,6,0.15,0.166,0.2708,0.2184,False
0.45,-0.2,3,0.35,0.2464,0.1903,0.2184,False
0.45,-0.15,6,0.55,0.2455,0.1913,0.2184,False
0.1,-0.25,6,0.4,0.1627,0.2741,0.2184,False
0.45,-0.2,3,0.55,0.2511,0.1858,0.2184,False
0.2,-0.45,3,0.35,0.1787,0.2582,0.2185,False
0.15,-0.25,7,0.45,0.1679,0.2691,0.2185,False
0.15,-0.25,7,0.35,0.1656,0.2714,0.2185,False
0.4,-0.2,6,0.2,0.2207,0.2164,0.2185,False
0.2,-0.4,3,0.1,0.1774,0.2596,0.2185,False
0.35,-0.3,4,0.2,0.2096,0.2277,0.2186,False
0.3,-0.35,4,0.55,0.203,0.2342,0.2186,False
0.05,-0.3,4,0.4,0.1595,0.2777,0.2186,False
0.45,-0.1,7,0.2,0.2433,0.1939,0.2186,False
0.1,-0.25,6,0.35,0.1618,0.2754,0.2186,False
0.45,-0.1,4,0.2,0.2499,0.1876,0.2187,False
0.1,-0.25,6,0.45,0.1642,0.2732,0.2187,False
0.35,-0.25,7,0.3,0.2011,0.2362,0.2187,False
0.05,-0.25,4,0.1,0.1582,0.2792,0.2187,False
0.4,-0.3,3,0.25,0.2265,0.2111,0.2188,False
0.3,-0.25,5,0.05,0.197,0.2406,0.2188,False
0.35,-0.25,7,0.55,0.2071,0.2306,0.2188,False
0.05,-0.3,4,0.35,0.1586,0.279,0.2188,False
0.3,-0.4,3,0.2,0.1982,0.2393,0.2188,False
0.25,-0.25,7,0.15,0.1796,0.2581,0.2189,False
0.4,-0.25,5,0.45,0.2246,0.2132,0.2189,False
0.4,-0.15,4,0.05,0.232,0.2058,0.2189,False
0.05,-0.3,4,0.45,0.161,0.2767,0.2189,False
0.05,-0.25,5,0.4,0.1597,0.278,0.2189,False
0.45,-0.15,5,0.3,0.2435,0.1943,0.2189,False
0.4,-0.25,5,0.4,0.2235,0.2145,0.219,False
0.45,-0.15,7,0.3,0.2372,0.2008,0.219,False
0.1,-0.4,3,0.2,0.1621,0.2759,0.219,False
0.1,-0.2,6,0.05,0.1631,0.2749,0.219,False
0.2,-0.45,3,0.5,0.1828,0.2551,0.219,False
0.15,-0.25,7,0.3,0.1653,0.273,0.2191,False
0.25,-0.45,3,0.4,0.1898,0.2485,0.2191,False
0.05,-0.25,5,0.35,0.1588,0.2793,0.2191,False
0.45,-0.1,6,0.2,0.2457,0.1924,0.2191,False
0.45,-0.1,5,0.2,0.248,0.1902,0.2191,False
0.15,-0.25,7,0.5,0.1699,0.2684,0.2192,False
0.05,-0.25,5,0.45,0.1612,0.2771,0.2192,False
0.4,-0.2,7,0.2,0.2172,0.2212,0.2192,False
0.05,-0.3,3,0.05,0.1586,0.2797,0.2192,False
0.05,-0.2,6,0.2,0.1578,0.2807,0.2192,False
0.2,-0.45,3,0.3,0.1784,0.26,0.2192,False
0.1,-0.35,3,0.05,0.1634,0.2751,0.2192,False
0.4,-0.2,5,0.15,0.2247,0.2139,0.2193,False
0.25,-0.45,3,0.45,0.1911,0.2475,0.2193,False
0.45,-0.15,6,0.3,0.2405,0.1981,0.2193,False
0.4,-0.25,5,0.5,0.2261,0.2124,0.2193,False
0.35,-0.2,6,0.05,0.2088,0.2297,0.2193,False
0.1,-0.25,6,0.3,0.1615,0.2771,0.2193,False
0.45,-0.2,3,0.3,0.2462,0.1927,0.2194,False
0.1,-0.25,5,0.1,0.1626,0.2763,0.2194,False
0.35,-0.25,6,0.2,0.2047,0.2341,0.2194,False
0.25,-0.3,5,0.15,0.1843,0.2545,0.2194,False
0.45,-0.15,4,0.25,0.2462,0.1927,0.2194,False
0.05,-0.3,4,0.3,0.1582,0.2806,0.2194,False
0.2,-0.3,5,0.15,0.1752,0.2636,0.2194,False
0.1,-0.25,6,0.5,0.1663,0.2726,0.2194,False
0.25,-0.45,3,0.35,0.189,0.2499,0.2195,False
0.4,-0.25,5,0.35,0.2229,0.2161,0.2195,False
0.1,-0.3,4,0.1,0.163,0.2763,0.2196,False
0.3,-0.35,4,0.25,0.1971,0.242,0.2196,False
0.05,-0.3,4,0.5,0.1631,0.2761,0.2196,False
0.15,-0.35,4,0.2,0.1688,0.2704,0.2196,False
0.3,-0.35,3,0.05,0.2002,0.2392,0.2197,False
0.3,-0.25,6,0.1,0.1937,0.2457,0.2197,False
0.15,-0.4,3,0.1,0.1698,0.2697,0.2197,False
0.05,-0.25,5,0.3,0.1584,0.2809,0.2197,False
0.3,-0.3,5,0.2,0.1949,0.2446,0.2197,False
0.4,-0.2,4,0.1,0.2284,0.211,0.2197,False
0.15,-0.45,3,0.4,0.1723,0.2672,0.2197,False
0.2,-0.35,4,0.15,0.1769,0.2626,0.2197,False
0.25,-0.45,3,0.5,0.1928,0.2468,0.2198,False
0.25,-0.4,3,0.1,0.188,0.2516,0.2198,False
0.15,-0.45,3,0.45,0.1737,0.2662,0.2199,False
0.35,-0.25,4,0.05,0.2129,0.2269,0.2199,False
0.05,-0.25,5,0.5,0.1633,0.2765,0.2199,False
0.35,-0.25,7,0.25,0.2013,0.2385,0.2199,False
0.15,-0.3,5,0.2,0.1679,0.2719,0.2199,False
0.2,-0.45,3,0.55,0.1852,0.2549,0.22,False
0.45,-0.2,4,0.45,0.2459,0.1942,0.22,False
0.45,-0.15,3,0.2,0.2488,0.1913,0.22,False
0.15,-0.45,3,0.35,0.1715,0.2685,0.22,False
0.4,-0.25,4,0.2,0.2255,0.2144,0.22,False
0.25,-0.3,6,0.4,0.1841,0.2559,0.22,False
0.25,-0.3,6,0.45,0.1854,0.2548,0.2201,False
0.05,-0.35,3,0.15,0.1577,0.2825,0.2201,False
0.35,-0.3,3,0.05,0.2141,0.2261,0.2201,False
0.4,-0.25,5,0.55,0.228,0.2121,0.2201,False
0.35,-0.35,3,0.15,0.212,0.2282,0.2201,False
0.3,-0.25,7,0.15,0.1901,0.25,0.2201,False
0.2,-0.25,7,0.15,0.172,0.2681,0.2201,False
0.25,-0.45,3,0.3,0.1887,0.2517,0.2202,False
0.45,-0.2,4,0.4,0.2449,0.1956,0.2202,False
0.4,-0.15,5,0.05,0.2298,0.2105,0.2202,False
0.4,-0.2,3,0.05,0.232,0.2083,0.2202,False
0.35,-0.4,3,0.45,0.2148,0.2259,0.2203,False
0.25,-0.3,6,0.35,0.1833,0.2573,0.2203,False
0.25,-0.35,4,0.15,0.1866,0.254,0.2203,False
0.15,-0.25,7,0.55,0.1725,0.2682,0.2203,False
0.15,-0.25,7,0.25,0.1655,0.275,0.2203,False
0.35,-0.3,5,0.45,0.2103,0.2303,0.2203,False
0.35,-0.3,5,0.4,0.2091,0.2314,0.2203,False
0.45,-0.2,4,0.5,0.2472,0.1934,0.2203,False
0.2,-0.45,3,0.25,0.1787,0.2621,0.2204,False
0.45,-0.15,7,0.25,0.2374,0.2035,0.2204,False
0.45,-0.15,5,0.25,0.2437,0.1971,0.2204,False
0.4,-0.25,5,0.3,0.2226,0.2182,0.2204,False
0.35,-0.4,3,0.4,0.2136,0.2271,0.2204,False
0.1,-0.25,6,0.25,0.1617,0.2791,0.2204,False
0.1,-0.2,7,0.1,0.1621,0.279,0.2205,False
0.05,-0.3,4,0.25,0.1585,0.2825,0.2205,False
0.35,-0.2,7,0.05,0.206,0.2349,0.2205,False
0.4,-0.3,3,0.2,0.2271,0.2141,0.2206,False
0.25,-0.25,6,0.05,0.1845,0.2567,0.2206,False
0.1,-0.25,6,0.55,0.1688,0.2723,0.2206,False
0.15,-0.45,3,0.5,0.1757,0.2655,0.2206,False
0.1,-0.35,4,0.4,0.1656,0.2756,0.2206,False
0.45,-0.1,3,0.15,0.2525,0.1886,0.2206,False
0.15,-0.45,3,0.3,0.1711,0.2702,0.2206,False
0.4,-0.2,6,0.15,0.2217,0.2198,0.2207,False
0.45,-0.15,6,0.25,0.2407,0.2008,0.2207,False
0.35,-0.3,5,0.35,0.2084,0.2329,0.2207,False
0.35,-0.3,5,0.5,0.2119,0.2295,0.2207,False
0.25,-0.3,6,0.5,0.1873,0.2542,0.2207,False
0.25,-0.45,3,0.55,0.1951,0.2465,0.2208,False
0.4,-0.15,6,0.05,0.2272,0.2145,0.2208,False
0.45,-0.2,4,0.35,0.2442,0.1974,0.2208,False
0.35,-0.3,4,0.15,0.2107,0.2309,0.2208,False
0.3,-0.3,4,0.05,0.1994,0.2423,0.2208,False
0.1,-0.35,4,0.35,0.1647,0.2769,0.2208,False
0.35,-0.4,3,0.5,0.2163,0.2252,0.2208,False
0.35,-0.4,3,0.35,0.2129,0.2287,0.2208,False
0.4,-0.25,3,0.1,0.2294,0.2122,0.2208,False
0.05,-0.25,5,0.25,0.1587,0.2829,0.2208,False
0.05,-0.3,4,0.55,0.1657,0.2759,0.2208,False
0.35,-0.25,5,0.1,0.2095,0.2323,0.2209,False
0.3,-0.4,3,0.15,0.1994,0.2423,0.2209,False
0.15,-0.25,6,0.1,0.168,0.2739,0.2209,False
0.1,-0.35,4,0.45,0.1671,0.2747,0.2209,False
0.45,-0.2,3,0.25,0.2463,0.1955,0.2209,False
0.4,-0.15,7,0.05,0.2242,0.2176,0.2209,False
0.45,-0.1,7,0.15,0.2442,0.1977,0.2209,False
0.25,-0.3,6,0.3,0.183,0.259,0.221,False
0.1,-0.4,3,0.15,0.1635,0.2785,0.221,False
0.45,-0.2,4,0.55,0.249,0.193,0.221,False
0.05,-0.2,7,0.4,0.1605,0.2815,0.221,False
0.2,-0.25,6,0.05,0.1759,0.266,0.221,False
0.05,-0.2,5,0.05,0.161,0.2811,0.2211,False
0.2,-0.3,6,0.4,0.1764,0.2658,0.2211,False
0.05,-0.25,5,0.55,0.166,0.2762,0.2211,False
0.05,-0.2,7,0.35,0.1596,0.2827,0.2212,False
0.3,-0.35,4,0.2,0.1978,0.2446,0.2212,False
0.45,-0.1,4,0.15,0.2509,0.1914,0.2212,False
0.05,-0.15,7,0.05,0.1615,0.281,0.2213,False
0.05,-0.2,6,0.15,0.1592,0.2833,0.2213,False
0.05,-0.2,7,0.45,0.1621,0.2805,0.2213,False
0.3,-0.3,6,0.4,0.1947,0.248,0.2213,False
0.2,-0.3,6,0.45,0.1778,0.2648,0.2213,False
0.2,-0.3,6,0.35,0.1755,0.2671,0.2213,False
0.3,-0.3,6,0.45,0.1959,0.2469,0.2214,False
0.45,-0.1,6,0.15,0.2467,0.1962,0.2214,False
0.4,-0.2,7,0.15,0.2183,0.2245,0.2214,False
0.25,-0.25,7,0.1,0.1814,0.2613,0.2214,False
0.25,-0.45,3,0.25,0.1889,0.2539,0.2214,False
0.45,-0.15,4,0.2,0.2467,0.196,0.2214,False
0.35,-0.3,5,0.3,0.2081,0.2349,0.2215,False
0.1,-0.35,4,0.3,0.1644,0.2785,0.2215,False
0.35,-0.25,6,0.15,0.2058,0.2372,0.2215,False
0.2,-0.4,3,0.05,0.1798,0.2631,0.2215,False
0.45,-0.1,5,0.15,0.2489,0.194,0.2215,False
0.45,-0.25,3,0.45,0.247,0.1959,0.2215,False
0.1,-0.3,5,0.4,0.1655,0.2775,0.2215,False
0.4,-0.25,6,0.4,0.2206,0.2226,0.2216,False
0.1,-0.35,4,0.5,0.1691,0.2741,0.2216,False
0.35,-0.4,3,0.55,0.2183,0.2249,0.2216,False
0.35,-0.4,3,0.3,0.2127,0.2306,0.2216,False
0.4,-0.35,3,0.45,0.2294,0.2138,0.2216,False
0.15,-0.35,4,0.15,0.1702,0.2731,0.2216,False
0.45,-0.25,3,0.4,0.246,0.1972,0.2216,False
0.4,-0.25,6,0.45,0.2217,0.2215,0.2216,False
0.35,-0.3,5,0.55,0.2139,0.2292,0.2216,False
0.35,-0.25,7,0.2,0.202,0.2412,0.2216,False
0.4,-0.25,5,0.25,0.2228,0.2207,0.2217,False
0.05,-0.25,4,0.05,0.1608,0.2825,0.2217,False
0.15,-0.45,3,0.55,0.1781,0.2653,0.2217,False
0.3,-0.3,6,0.35,0.1939,0.2494,0.2217,False
0.4,-0.35,3,0.4,0.2283,0.215,0.2217,False
0.45,-0.25,3,0.5,0.2484,0.1951,0.2217,False
0.1,-0.3,5,0.35,0.1646,0.2788,0.2217,False
0.25,-0.3,6,0.55,0.1896,0.2539,0.2217,False
0.05,-0.2,7,0.3,0.1593,0.2843,0.2218,False
0.3,-0.3,5,0.15,0.1961,0.2476,0.2218,False
0.15,-0.25,7,0.2,0.1663,0.2773,0.2218,False
0.15,-0.45,3,0.25,0.1714,0.2722,0.2218,False
0.4,-0.3,4,0.45,0.2276,0.2161,0.2218,False
0.1,-0.3,5,0.45,0.167,0.2766,0.2218,False
0.45,-0.2,4,0.3,0.244,0.1997,0.2219,False
0.1,-0.25,6,0.2,0.1626,0.2813,0.2219,False
0.15,-0.3,5,0.15,0.1692,0.2746,0.2219,False
0.4,-0.3,4,0.4,0.2265,0.2173,0.2219,False
0.2,-0.3,5,0.1,0.1771,0.2667,0.2219,False
0.4,-0.35,3,0.5,0.2309,0.213,0.2219,False
0.25,-0.3,5,0.1,0.1861,0.2578,0.2219,False
0.4,-0.2,5,0.1,0.2261,0.2177,0.2219,False
0.2,-0.3,6,0.5,0.1797,0.2642,0.2219,False
0.2,-0.45,3,0.2,0.1794,0.2645,0.222,False
0.3,-0.3,6,0.5,0.1977,0.2463,0.222,False
0.05,-0.2,7,0.5,0.1641,0.2799,0.222,False
0.2,-0.3,6,0.3,0.1752,0.2688,0.222,False
0.4,-0.25,6,0.5,0.2233,0.2207,0.222,False
0.45,-0.2,5,0.45,0.2431,0.2009,0.222,False
0.45,-0.2,5,0.4,0.2421,0.2022,0.2221,False
0.05,-0.3,4,0.2,0.1593,0.2848,0.2221,False
0.4,-0.25,6,0.35,0.22,0.2242,0.2221,False
0.05,-0.4,3,0.4,0.1616,0.2826,0.2221,False
0.05,-0.4,3,0.35,0.1606,0.2838,0.2222,False
0.45,-0.25,3,0.35,0.2454,0.199,0.2222,False
0.4,-0.35,3,0.35,0.2277,0.2167,0.2222,False
0.4,-0.3,4,0.5,0.2291,0.2153,0.2222,False
0.4,-0.25,4,0.15,0.2265,0.2178,0.2222,False
0.2,-0.35,4,0.1,0.1787,0.2657,0.2222,False
0.35,-0.35,4,0.4,0.2125,0.232,0.2222,False
0.25,-0.3,6,0.25,0.1832,0.2611,0.2222,False
0.35,-0.35,4,0.45,0.2136,0.2309,0.2222,False
0.45,-0.15,7,0.2,0.2379,0.2066,0.2223,False
0.05,-0.25,5,0.2,0.1595,0.2851,0.2223,False
0.45,-0.15,5,0.2,0.2442,0.2004,0.2223,False
0.1,-0.3,5,0.3,0.1643,0.2804,0.2223,False
0.45,-0.2,5,0.5,0.2445,0.2,0.2223,False
0.1,-0.25,5,0.05,0.1651,0.2796,0.2224,False
0.4,-0.3,4,0.35,0.2258,0.2189,0.2224,False
0.45,-0.25,3,0.55,0.2501,0.1947,0.2224,False
0.45,-0.15,3,0.15,0.2497,0.1951,0.2224,False
0.3,-0.3,6,0.3,0.1936,0.2512,0.2224,False
0.3,-0.45,3,0.4,0.2025,0.2424,0.2224,False
0.05,-0.4,3,0.45,0.1631,0.2816,0.2224,False
0.3,-0.45,3,0.45,0.2037,0.2413,0.2225,False
0.1,-0.3,5,0.5,0.169,0.276,0.2225,False
0.1,-0.35,4,0.25,0.1646,0.2805,0.2226,False
0.1,-0.3,4,0.05,0.1655,0.2796,0.2226,False
0.05,-0.35,3,0.1,0.1597,0.2854,0.2226,False
0.3,-0.25,7,0.1,0.1919,0.2533,0.2226,False
0.45,-0.15,6,0.2,0.2412,0.204,0.2226,False
0.2,-0.25,7,0.1,0.1739,0.2712,0.2226,False
0.15,-0.4,3,0.05,0.1723,0.2731,0.2227,False
0.1,-0.35,4,0.55,0.1717,0.2738,0.2227,False
0.35,-0.35,3,0.1,0.2136,0.2318,0.2227,False
0.35,-0.35,4,0.5,0.2152,0.2302,0.2227,False
0.4,-0.35,3,0.55,0.2327,0.2127,0.2227,False
0.3,-0.25,6,0.05,0.1958,0.2495,0.2227,False
0.45,-0.2,5,0.35,0.2415,0.2039,0.2227,False
0.35,-0.35,4,0.35,0.2118,0.2336,0.2227,False
0.25,-0.4,3,0.05,0.1902,0.2552,0.2227,False
0.45,-0.2,3,0.2,0.2469,0.1988,0.2228,False
0.3,-0.45,3,0.35,0.2017,0.2439,0.2228,False
0.4,-0.25,6,0.55,0.2252,0.2204,0.2228,False
0.4,-0.3,3,0.15,0.2281,0.2175,0.2228,False
0.35,-0.3,5,0.25,0.2083,0.2372,0.2228,False
0.25,-0.35,4,0.1,0.1884,0.2573,0.2228,False
0.4,-0.2,4,0.05,0.2302,0.2153,0.2228,False
0.4,-0.3,4,0.55,0.2309,0.215,0.2229,False
0.35,-0.4,3,0.25,0.2129,0.233,0.2229,False
0.05,-0.4,3,0.3,0.1603,0.2854,0.2229,False
0.05,-0.2,7,0.25,0.1595,0.2863,0.2229,False
0.3,-0.3,6,0.55,0.1998,0.246,0.2229,False
0.45,-0.2,6,0.45,0.2397,0.2064,0.223,False
0.2,-0.3,6,0.55,0.1821,0.2639,0.223,False
0.25,-0.45,3,0.2,0.1896,0.2564,0.223,False
0.3,-0.45,3,0.5,0.2053,0.2406,0.223,False
0.45,-0.2,5,0.55,0.2463,0.1997,0.223,False
0.4,-0.25,6,0.3,0.2197,0.2262,0.223,False
0.05,-0.4,3,0.5,0.1651,0.281,0.2231,False
0.4,-0.35,3,0.3,0.2274,0.2187,0.2231,False
0.2,-0.3,6,0.25,0.1755,0.2708,0.2231,False
0.4,-0.25,7,0.45,0.2183,0.228,0.2231,False
0.45,-0.2,7,0.45,0.2358,0.2106,0.2232,False
0.45,-0.25,3,0.3,0.2452,0.2013,0.2232,False
0.05,-0.2,7,0.55,0.1668,0.2797,0.2232,False
0.4,-0.25,7,0.4,0.2171,0.2292,0.2232,False
0.45,-0.2,6,0.4,0.2387,0.2076,0.2232,False
0.45,-0.2,7,0.4,0.2348,0.2118,0.2233,False
0.3,-0.35,4,0.15,0.199,0.2476,0.2233,False
0.45,-0.2,6,0.5,0.2411,0.2056,0.2233,False
0.4,-0.3,4,0.3,0.2256,0.221,0.2233,False
0.45,-0.2,4,0.25,0.2442,0.2024,0.2233,False
0.15,-0.45,3,0.2,0.1722,0.2745,0.2233,False
0.3,-0.4,3,0.1,0.201,0.2457,0.2234,False
0.35,-0.3,4,0.1,0.2122,0.2345,0.2234,False
0.1,-0.3,5,0.25,0.1645,0.2824,0.2234,False
0.45,-0.1,3,0.1,0.2538,0.193,0.2234,False
0.4,-0.2,6,0.1,0.2232,0.2236,0.2234,False
0.35,-0.35,4,0.3,0.2115,0.2355,0.2235,False
0.1,-0.2,7,0.05,0.1647,0.2823,0.2235,False
0.35,-0.35,4,0.55,0.2172,0.2299,0.2235,False
0.4,-0.25,5,0.2,0.2234,0.2236,0.2235,False
0.1,-0.4,3,0.1,0.1655,0.2815,0.2235,False
0.45,-0.2,7,0.5,0.2373,0.2098,0.2235,False
0.4,-0.25,7,0.5,0.2198,0.2273,0.2236,False
0.3,-0.3,6,0.25,0.1939,0.2534,0.2236,False
0.3,-0.45,3,0.3,0.2014,0.2457,0.2236,False
0.1,-0.3,5,0.55,0.1715,0.2757,0.2236,False
0.4,-0.25,7,0.35,0.2165,0.2307,0.2236,False
0.45,-0.2,6,0.35,0.2381,0.2094,0.2237,False
0.05,-0.2,6,0.1,0.1612,0.2862,0.2237,False
0.45,-0.2,5,0.3,0.2413,0.2061,0.2237,False
0.45,-0.15,4,0.15,0.2477,0.1997,0.2237,False
0.35,-0.25,7,0.15,0.2031,0.2442,0.2237,False
0.45,-0.1,7,0.1,0.2455,0.2018,0.2237,False
0.45,-0.2,7,0.35,0.2342,0.2135,0.2238,False
0.15,-0.25,6,0.05,0.1704,0.2772,0.2238,False
0.15,-0.25,7,0.15,0.1677,0.28,0.2238,False
0.2,-0.4,4,0.4,0.182,0.2656,0.2238,False
0.1,-0.45,3,0.4,0.1684,0.2793,0.2238,False
0.25,-0.3,6,0.2,0.184,0.2636,0.2238,False
0.4,-0.25,3,0.05,0.2312,0.2165,0.2238,False
0.05,-0.4,3,0.25,0.1606,0.2873,0.2239,False
0.35,-0.25,5,0.05,0.2115,0.2363,0.2239,False
0.3,-0.45,3,0.55,0.2074,0.2403,0.2239,False
0.45,-0.1,4,0.1,0.2522,0.1957,0.2239,False
0.1,-0.45,3,0.35,0.1675,0.2805,0.224,False
0.1,-0.25,6,0.15,0.164,0.2839,0.224,False
0.2,-0.4,4,0.45,0.1833,0.2646,0.224,False
0.4,-0.2,7,0.1,0.2198,0.2282,0.224,False
0.2,-0.45,3,0.15,0.1807,0.2673,0.224,False
0.25,-0.4,4,0.4,0.1911,0.2568,0.224,False
0.35,-0.25,6,0.1,0.2074,0.2407,0.2241,False
0.25,-0.35,5,0.4,0.1889,0.2593,0.2241,False
0.05,-0.3,4,0.15,0.1608,0.2874,0.2241,False
0.25,-0.4,4,0.45,0.1923,0.2558,0.2241,False
