domain_number,n_transects,ref_lrr_median_m_yr,diff_marked_median_m_yr,diff_marked_q25_m_yr,diff_marked_q75_m_yr,marked_in_ci_frac,years_needed_ci_median,years_needed_ci_q25,years_needed_ci_q75,stable_entry_ci_median,marked_in_abs_frac,years_needed_abs_median,years_needed_abs_q25,years_needed_abs_q75,stable_entry_abs_median,marked_in_rel_frac,years_needed_rel_median,years_needed_rel_q25,years_needed_rel_q75,stable_entry_rel_median,marked_in_ci3x_frac,years_needed_ci3x_median,years_needed_ci3x_q25,years_needed_ci3x_q75,stable_entry_ci3x_median,marked_in_abs50_frac,years_needed_abs50_median,years_needed_abs50_q25,years_needed_abs50_q75,stable_entry_abs50_median,marked_in_abs100_frac,years_needed_abs100_median,years_needed_abs100_q25,years_needed_abs100_q75,stable_entry_abs100_median,marked_in_overlap_frac,years_needed_overlap_median,years_needed_overlap_q25,years_needed_overlap_q75,stable_entry_overlap_median
76,10,-1.9971,-1.094,-1.5943,-0.7832,0.0,27.0,26.0,28.0,2022.0,0.1,24.5,24.0,26.0,2019.5,0.2,24.0,23.25,25.75,2019.0,0.2,23.5,23.0,24.75,2018.5,0.2,23.0,23.0,24.75,2018.0,0.4,22.0,22.0,22.0,2017.0,0.2,24.0,23.25,25.75,2019.0
77,10,-1.7142,-1.5445,-1.7713,-1.2268,0.0,28.0,28.0,28.0,2023.0,0.0,27.0,25.5,28.0,2022.0,0.0,26.0,22.0,27.0,2021.0,0.0,24.5,22.0,25.75,2019.5,0.0,23.5,21.25,25.75,2018.5,0.0,20.5,19.25,22.5,2015.5,0.0,25.0,22.0,27.0,2020.0
78,10,-1.949,-0.707,-0.8172,-0.6861,0.0,28.0,26.5,28.0,2023.0,0.1,28.0,25.5,28.0,2023.0,0.1,27.5,24.5,28.0,2022.5,0.2,27.0,24.25,27.0,2022.0,0.2,27.0,23.5,27.0,2022.0,0.8,23.5,15.0,25.0,2018.5,0.3,27.0,24.75,28.0,2022.0
79,10,-1.581,0.0262,-0.488,0.2646,0.3,28.0,28.0,28.75,2023.0,0.4,27.0,27.0,28.0,2022.0,0.5,27.0,26.25,27.75,2022.0,0.7,24.0,15.75,25.5,2019.0,0.7,17.5,13.0,25.0,2012.5,1.0,12.5,12.0,19.0,2007.5,0.8,27.0,27.0,27.75,2022.0
80,10,-2.6044,-3.3216,-4.2016,-1.725,0.0,27.0,27.0,27.0,2022.0,0.0,27.0,27.0,27.0,2022.0,0.0,26.0,26.0,26.0,2021.0,0.0,26.0,26.0,26.0,2021.0,0.0,26.0,26.0,26.0,2021.0,0.2,23.0,21.25,24.0,2018.0,0.0,26.0,26.0,26.0,2021.0
81,10,-1.7888,-2.5774,-3.7888,-1.4766,0.0,27.0,26.0,27.0,2022.0,0.0,26.0,24.5,27.0,2021.0,0.0,26.0,23.75,26.0,2021.0,0.0,26.0,22.5,26.0,2021.0,0.0,25.5,22.25,26.0,2020.5,0.1,22.5,20.25,24.0,2017.5,0.0,26.0,22.5,26.0,2021.0
82,10,-1.4855,1.1034,0.2426,1.6309,0.0,29.0,28.25,29.0,2024.0,0.1,27.0,27.0,27.75,2022.0,0.1,25.5,23.0,27.0,2020.5,0.2,21.5,18.75,23.0,2016.5,0.2,19.5,16.25,21.0,2014.5,0.5,15.5,13.25,17.0,2010.5,0.3,25.0,21.5,27.0,2020.0
83,10,-2.1495,0.243,-0.8109,0.4602,0.0,26.0,21.25,26.0,2021.0,0.1,21.5,19.0,25.0,2016.5,0.3,19.5,16.0,21.75,2014.5,0.3,20.5,16.75,21.75,2015.5,0.6,19.5,15.25,21.75,2014.5,0.8,15.0,15.0,19.75,2010.0,0.6,19.5,15.25,21.75,2014.5
84,11,-1.5712,-1.8466,-1.939,-1.6365,0.0,26.0,26.0,26.0,2021.0,0.0,24.0,23.0,25.0,2019.0,0.0,22.0,22.0,23.0,2017.0,0.0,22.0,22.0,22.0,2017.0,0.0,22.0,21.5,22.0,2017.0,0.0,20.0,20.0,20.0,2015.0,0.0,22.0,22.0,22.0,2017.0
85,12,-1.1252,-1.5965,-1.8642,-1.5074,0.0,28.0,28.0,28.0,2023.0,0.0,27.0,26.0,27.0,2022.0,0.0,27.5,26.0,28.0,2022.5,0.0,22.5,22.0,23.25,2017.5,0.0,22.0,22.0,22.0,2017.0,0.0,19.0,19.0,19.0,2014.0,0.0,26.0,24.0,26.0,2021.0
86,12,-0.5648,-1.91,-2.1714,-1.7062,0.0,26.0,26.0,28.0,2021.0,0.0,26.0,26.0,26.0,2021.0,0.0,26.5,26.0,28.25,2021.5,0.0,22.0,22.0,23.0,2017.0,0.0,22.0,21.75,22.0,2017.0,0.0,19.5,19.0,20.0,2014.5,0.0,24.0,22.75,24.0,2019.0
87,11,-0.0323,-2.078,-2.1502,-2.0228,0.0,28.0,28.0,28.0,2023.0,0.0,28.0,27.0,28.0,2023.0,0.0,29.0,29.0,29.0,2024.0,0.0,26.0,22.0,26.5,2021.0,0.0,22.0,22.0,26.0,2017.0,0.0,19.0,19.0,20.0,2014.0,0.0,28.0,23.0,28.0,2023.0
88,10,1.0506,-1.9242,-1.9803,-1.8514,0.0,28.0,28.0,28.0,2023.0,0.0,28.0,28.0,28.0,2023.0,0.0,28.0,28.0,28.0,2023.0,0.0,27.0,27.0,27.0,2022.0,0.0,27.0,26.0,27.0,2022.0,0.0,20.0,20.0,20.0,2015.0,0.0,28.0,28.0,28.0,2023.0
89,9,1.1654,-1.3881,-1.4402,-1.3663,0.0,28.0,28.0,28.0,2023.0,0.0,26.0,22.0,28.0,2021.0,0.0,26.0,22.0,28.0,2021.0,0.0,22.0,21.0,26.0,2017.0,0.0,21.0,21.0,22.0,2016.0,0.1111,19.0,18.0,19.0,2014.0,0.0,26.0,22.0,28.0,2021.0
90,10,1.1987,-1.5148,-1.6706,-1.3942,0.0,28.0,28.0,28.0,2023.0,0.0,28.0,26.5,28.0,2023.0,0.0,28.0,28.0,28.0,2023.0,0.0,23.5,20.25,27.0,2018.5,0.0,20.0,20.0,26.75,2015.0,0.0,18.0,18.0,19.0,2013.0,0.0,28.0,26.0,28.0,2023.0
